DMA,DMA_code,Assignments,Assignment_Rank,Mushroom_Coffee,Luwak_Coffee,Kopi_Luwak,Functional_Food,Beta_Glucan,Health_Supplement,dma_rank, dma_tv_home ,dem_rank,zipcode, return_cnt , elderly_cnt , single_cnt , married_joint_cnt , head_household_cnt ,elerly_perc,single_perc,married_joint_perc,head_household_perc,return_perc, wage_per_capita , total_agi_per_capita , total_tax_per_capita , single_cnt_100K , married_joint_100K , head_household_100K , elderly_cnt_100K , return_cnt_100K ,elerly_perc_100K,100K_given_elerly_perc,100K_given_single_perc,100K_given_married_joint_perc,100K_given_head_household_perc,return_perc_100K, wage_per_capita_100K , total_agi_per_capita_100K , total_tax_per_capita_100K 
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,46911, 660 , 220 , 270 , 340 , 40 ,33.3%,40.9%,51.5%,6.1%,100.0%," 40,805 "," 104,152 "," 104,976 ", -   , 90 , -   , 30 , 100 ,30.0%,13.6%,0.0%,26.5%,0.0%,15.2%," 54,706 "," 217,475 "," 219,075 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,47989, 580 , 170 , 250 , 270 , 50 ,29.3%,43.1%,46.6%,8.6%,100.0%," 52,032 "," 75,008 "," 75,538 ", -   , 80 , -   , 30 , 90 ,33.3%,17.6%,0.0%,29.6%,0.0%,15.5%," 111,622 "," 174,256 "," 175,400 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,47431, 640 , 210 , 270 , 310 , 40 ,32.8%,42.2%,48.4%,6.3%,100.0%," 47,222 "," 68,896 "," 69,618 ", -   , 70 , -   , 20 , 80 ,25.0%,9.5%,0.0%,22.6%,0.0%,12.5%," 92,413 "," 147,400 "," 148,988 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,76059," 2,120 ", 460 , 980 , 770 , 320 ,21.7%,46.2%,36.3%,15.1%,100.0%," 74,362 "," 115,580 "," 116,215 ", -   , 170 , -   , 60 , 190 ,31.6%,13.0%,0.0%,22.1%,0.0%,9.0%," 144,245 "," 247,481 "," 248,375 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,75172," 2,480 ", 250 ," 1,230 ", 530 , 670 ,10.1%,49.6%,21.4%,27.0%,100.0%," 53,911 "," 64,159 "," 64,598 ", -   , 50 , -   , -   , 60 ,0.0%,0.0%,0.0%,9.4%,0.0%,2.4%," 98,733 "," 124,150 "," 124,150 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,76484, 480 , 190 , 190 , 250 , 30 ,39.6%,39.6%,52.1%,6.3%,100.0%," 49,210 "," 77,309 "," 77,836 ", -   , 80 , -   , 50 , 90 ,55.6%,26.3%,0.0%,32.0%,0.0%,18.8%," 114,989 "," 197,567 "," 198,500 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,75477, 380 , 110 , 160 , 150 , 50 ,28.9%,42.1%,39.5%,13.2%,100.0%," 49,555 "," 67,489 "," 67,866 ", -   , 40 , -   , -   , 40 ,0.0%,0.0%,0.0%,26.7%,0.0%,10.5%," 88,725 "," 140,575 "," 141,750 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,75127, 730 , 190 , 300 , 330 , 90 ,26.0%,41.1%,45.2%,12.3%,100.0%," 51,010 "," 67,287 "," 67,625 ", -   , 60 , -   , 20 , 70 ,28.6%,10.5%,0.0%,18.2%,0.0%,9.6%," 104,786 "," 142,857 "," 143,300 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,76061, 240 , 100 , 90 , 110 , 30 ,41.7%,37.5%,45.8%,12.5%,100.0%," 50,093 "," 79,093 "," 79,354 ", -   , 40 , -   , 30 , 50 ,60.0%,30.0%,0.0%,36.4%,0.0%,20.8%," 84,460 "," 184,980 "," 185,600 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,76455, 360 , 120 , 130 , 170 , 40 ,33.3%,36.1%,47.2%,11.1%,100.0%," 41,654 "," 70,129 "," 70,484 ", -   , 30 , -   , -   , 40 ,0.0%,0.0%,0.0%,17.6%,0.0%,11.1%," 72,150 "," 164,225 "," 164,550 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,76238, 220 , 70 , 70 , 120 , -   ,31.8%,31.8%,54.5%,0.0%,100.0%," 52,617 "," 75,036 "," 75,468 ", -   , 50 , -   , 20 , 60 ,33.3%,28.6%,0.0%,41.7%,,27.3%," 105,567 "," 181,717 "," 182,600 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,76648," 1,120 ", 350 , 520 , 420 , 160 ,31.3%,46.4%,37.5%,14.3%,100.0%," 48,992 "," 65,467 "," 66,097 ", -   , 120 , -   , 50 , 140 ,35.7%,14.3%,0.0%,28.6%,0.0%,12.5%," 97,729 "," 134,679 "," 135,821 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,76679, 650 , 170 , 270 , 280 , 90 ,26.2%,41.5%,43.1%,13.8%,100.0%," 51,506 "," 68,522 "," 69,051 ", -   , 70 , -   , 20 , 80 ,25.0%,11.8%,0.0%,25.0%,0.0%,12.3%," 103,675 "," 153,888 "," 154,988 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,75436, 880 , 240 , 370 , 390 , 120 ,27.3%,42.0%,44.3%,13.6%,100.0%," 56,847 "," 74,419 "," 75,141 ", -   , 100 , -   , 30 , 110 ,27.3%,12.5%,0.0%,25.6%,0.0%,12.5%," 116,009 "," 166,536 "," 167,700 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,76637, 240 , 110 , 100 , 120 , 30 ,45.8%,41.7%,50.0%,12.5%,100.0%," 42,044 "," 82,289 "," 82,813 ", -   , 40 , -   , 20 , 40 ,50.0%,18.2%,0.0%,33.3%,0.0%,16.7%," 91,925 "," 214,750 "," 215,550 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,76671, 790 , 290 , 300 , 390 , 90 ,36.7%,38.0%,49.4%,11.4%,100.0%," 45,436 "," 73,931 "," 74,430 ", -   , 110 , -   , 50 , 120 ,41.7%,17.2%,0.0%,28.2%,0.0%,15.2%," 95,992 "," 175,767 "," 177,117 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,76626, 770 , 180 , 330 , 330 , 100 ,23.4%,42.9%,42.9%,13.0%,100.0%," 47,942 "," 110,671 "," 111,357 ", -   , 130 , -   , 40 , 140 ,28.6%,22.2%,0.0%,39.4%,0.0%,18.2%," 70,671 "," 237,271 "," 238,150 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,75435, 390 , 100 , 160 , 160 , 70 ,25.6%,41.0%,41.0%,17.9%,100.0%," 49,087 "," 67,636 "," 67,856 ", -   , 40 , -   , -   , 40 ,0.0%,0.0%,0.0%,25.0%,0.0%,10.3%," 87,500 "," 145,500 "," 146,025 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,76627, 740 , 160 , 310 , 340 , 80 ,21.6%,41.9%,45.9%,10.8%,100.0%," 56,143 "," 75,325 "," 76,029 ", -   , 80 , -   , 20 , 100 ,20.0%,12.5%,0.0%,23.5%,0.0%,13.5%," 124,690 "," 184,040 "," 184,990 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,76070, 240 , 80 , 80 , 150 , -   ,33.3%,33.3%,62.5%,0.0%,100.0%," 42,557 "," 124,777 "," 125,085 ", -   , 90 , -   , 30 , 90 ,33.3%,37.5%,0.0%,60.0%,,37.5%," 69,450 "," 266,161 "," 266,689 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,75105, 130 , 40 , 50 , 80 , -   ,30.8%,38.5%,61.5%,0.0%,100.0%," 54,460 "," 108,310 "," 108,635 ", -   , 20 , -   , -   , 20 ,0.0%,0.0%,0.0%,25.0%,,15.4%," 128,000 "," 317,300 "," 317,300 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,75496," 1,450 ", 370 , 600 , 650 , 180 ,25.5%,41.4%,44.8%,12.4%,100.0%," 86,747 "," 122,490 "," 122,860 ", -   , 180 , -   , 60 , 200 ,30.0%,16.2%,0.0%,27.7%,0.0%,13.8%," 182,472 "," 268,919 "," 269,281 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,75481, 150 , 40 , 60 , 80 , -   ,26.7%,40.0%,53.3%,0.0%,100.0%," 31,150 "," 75,751 "," 75,951 ", -   , -   , -   , -   , 20 ,0.0%,0.0%,0.0%,0.0%,,13.3%, -   ," 182,850 "," 182,850 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,76427, 300 , 70 , 120 , 140 , 40 ,23.3%,40.0%,46.7%,13.3%,100.0%," 56,078 "," 75,958 "," 76,801 ", -   , 40 , -   , -   , 40 ,0.0%,0.0%,0.0%,28.6%,0.0%,13.3%," 109,175 "," 161,475 "," 163,950 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,75861, 730 , 190 , 310 , 300 , 100 ,26.0%,42.5%,41.1%,13.7%,100.0%," 50,380 "," 70,045 "," 70,568 ", -   , 80 , -   , 40 , 100 ,40.0%,21.1%,0.0%,26.7%,0.0%,13.7%," 90,730 "," 149,400 "," 150,760 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,76433, 860 , 310 , 300 , 490 , 50 ,36.0%,34.9%,57.0%,5.8%,100.0%," 61,522 "," 134,144 "," 135,158 ", -   , 220 , -   , 90 , 250 ,36.0%,29.0%,0.0%,44.9%,0.0%,29.1%," 123,033 "," 305,048 "," 306,833 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,75102, 600 , 130 , 220 , 280 , 90 ,21.7%,36.7%,46.7%,15.0%,100.0%," 57,050 "," 75,719 "," 76,484 ", -   , 80 , -   , -   , 90 ,0.0%,0.0%,0.0%,28.6%,0.0%,15.0%," 122,089 "," 173,500 "," 175,178 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,75411, 430 , 130 , 180 , 190 , 50 ,30.2%,41.9%,44.2%,11.6%,100.0%," 50,209 "," 77,619 "," 78,127 ", -   , 40 , -   , 20 , 50 ,40.0%,15.4%,0.0%,21.1%,0.0%,11.6%," 99,640 "," 194,440 "," 195,860 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,75488, 530 , 150 , 220 , 250 , 60 ,28.3%,41.5%,47.2%,11.3%,100.0%," 54,291 "," 76,558 "," 77,025 ", -   , 80 , -   , 20 , 80 ,25.0%,13.3%,0.0%,32.0%,0.0%,15.1%," 119,800 "," 190,275 "," 191,175 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,75247, 610 , 140 , 400 , 80 , 120 ,23.0%,65.6%,13.1%,19.7%,100.0%," 93,189 "," 237,531 "," 239,912 ", -   , 20 , -   , 20 , 60 ,33.3%,14.3%,0.0%,25.0%,0.0%,9.8%," 156,913 "," 614,475 "," 621,050 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,76064, 940 , 250 , 330 , 500 , 100 ,26.6%,35.1%,53.2%,10.6%,100.0%," 71,005 "," 121,052 "," 122,446 ", -   , 220 , -   , 70 , 250 ,28.0%,28.0%,0.0%,44.0%,0.0%,26.6%," 134,390 "," 263,465 "," 266,688 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,76093," 1,210 ", 250 , 490 , 550 , 150 ,20.7%,40.5%,45.5%,12.4%,100.0%," 68,003 "," 102,837 "," 103,499 ", -   , 180 , -   , 50 , 210 ,23.8%,20.0%,0.0%,32.7%,0.0%,17.4%," 125,347 "," 210,157 "," 211,045 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,75478, 390 , 110 , 150 , 170 , 60 ,28.2%,38.5%,43.6%,15.4%,100.0%," 55,040 "," 72,378 "," 72,952 ", -   , 40 , -   , -   , 50 ,0.0%,0.0%,0.0%,23.5%,0.0%,12.8%," 120,740 "," 150,960 "," 152,300 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,75417," 1,020 ", 290 , 430 , 450 , 130 ,28.4%,42.2%,44.1%,12.7%,100.0%," 53,167 "," 69,126 "," 69,589 ", -   , 120 , -   , 40 , 130 ,30.8%,13.8%,0.0%,26.7%,0.0%,12.7%," 109,869 "," 148,869 "," 149,762 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,76472, 720 , 240 , 280 , 380 , 60 ,33.3%,38.9%,52.8%,8.3%,100.0%," 73,339 "," 121,503 "," 122,244 ", -   , 130 , -   , 60 , 140 ,42.9%,25.0%,0.0%,34.2%,0.0%,19.4%," 144,688 "," 265,533 "," 266,763 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,76463, 200 , 50 , 90 , 80 , 20 ,25.0%,45.0%,40.0%,10.0%,100.0%," 35,175 "," 96,961 "," 97,197 ", -   , 20 , -   , -   , 20 ,0.0%,0.0%,0.0%,25.0%,0.0%,10.0%, -   ," 270,700 "," 270,700 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,75141," 2,230 ", 300 ," 1,090 ", 510 , 620 ,13.5%,48.9%,22.9%,27.8%,100.0%," 51,052 "," 71,189 "," 71,591 ", -   , 60 , -   , 30 , 80 ,37.5%,10.0%,0.0%,11.8%,0.0%,3.6%," 90,063 "," 162,725 "," 163,413 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,76690, 550 , 150 , 220 , 240 , 90 ,27.3%,40.0%,43.6%,16.4%,100.0%," 53,502 "," 135,074 "," 135,541 ", -   , 70 , -   , 30 , 70 ,42.9%,20.0%,0.0%,29.2%,0.0%,12.7%," 112,514 "," 477,714 "," 478,271 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,75210," 3,050 ", 330 ," 1,580 ", 370 ," 1,070 ",10.8%,51.8%,12.1%,35.1%,100.0%," 52,835 "," 62,054 "," 62,310 ", -   , -   , -   , -   , 30 ,0.0%,0.0%,0.0%,0.0%,0.0%,1.0%," 93,333 "," 116,367 "," 116,367 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,76055," 1,350 ", 290 , 590 , 530 , 220 ,21.5%,43.7%,39.3%,16.3%,100.0%," 51,101 "," 70,512 "," 71,353 ", -   , 140 , -   , 40 , 150 ,26.7%,13.8%,0.0%,26.4%,0.0%,11.1%," 97,073 "," 152,853 "," 154,307 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,76631, 230 , 70 , 100 , 110 , -   ,30.4%,43.5%,47.8%,0.0%,100.0%," 44,471 "," 67,308 "," 68,088 ", -   , 30 , -   , -   , 40 ,0.0%,0.0%,0.0%,27.3%,,17.4%," 92,600 "," 121,325 "," 121,325 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,75476, 570 , 180 , 230 , 260 , 60 ,31.6%,40.4%,45.6%,10.5%,100.0%," 52,155 "," 71,059 "," 71,595 ", -   , 90 , -   , 40 , 100 ,40.0%,22.2%,0.0%,34.6%,0.0%,17.5%," 110,780 "," 163,960 "," 165,030 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,75490," 1,270 ", 320 , 470 , 630 , 140 ,25.2%,37.0%,49.6%,11.0%,100.0%," 74,855 "," 106,074 "," 107,041 ", -   , 260 , -   , 60 , 290 ,20.7%,18.8%,0.0%,41.3%,0.0%,22.8%," 145,128 "," 218,404 "," 220,338 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,76462," 1,560 ", 430 , 550 , 870 , 120 ,27.6%,35.3%,55.8%,7.7%,100.0%," 81,624 "," 126,083 "," 127,470 ", -   , 430 , -   , 140 , 450 ,31.1%,32.6%,0.0%,49.4%,0.0%,28.8%," 170,707 "," 280,706 "," 283,348 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,75438, 500 , 130 , 220 , 230 , 50 ,26.0%,44.0%,46.0%,10.0%,100.0%," 51,924 "," 109,683 "," 110,163 ", -   , 80 , -   , 20 , 90 ,22.2%,15.4%,0.0%,34.8%,0.0%,18.0%," 81,971 "," 231,279 "," 231,736 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,75838, 290 , 130 , 120 , 140 , 20 ,44.8%,41.4%,48.3%,6.9%,100.0%," 51,311 "," 67,486 "," 68,024 ", -   , 30 , -   , -   , 40 ,0.0%,0.0%,0.0%,21.4%,0.0%,13.8%," 119,800 "," 144,575 "," 144,575 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,76486, 590 , 180 , 240 , 270 , 70 ,30.5%,40.7%,45.8%,11.9%,100.0%," 53,005 "," 69,419 "," 70,029 ", -   , 80 , -   , 40 , 90 ,44.4%,22.2%,0.0%,29.6%,0.0%,15.3%," 108,944 "," 155,678 "," 156,778 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,75412, 290 , 80 , 130 , 120 , 20 ,27.6%,44.8%,41.4%,6.9%,100.0%," 47,723 "," 67,328 "," 67,495 ", -   , 30 , -   , -   , 30 ,0.0%,0.0%,0.0%,25.0%,0.0%,10.3%," 86,300 "," 154,633 "," 154,633 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,76639, 690 , 200 , 290 , 260 , 110 ,29.0%,42.0%,37.7%,15.9%,100.0%," 50,776 "," 68,047 "," 68,454 ", -   , 60 , -   , 30 , 70 ,42.9%,15.0%,0.0%,23.1%,0.0%,10.1%," 92,443 "," 138,114 "," 138,871 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,76641, 780 , 170 , 310 , 340 , 110 ,21.8%,39.7%,43.6%,14.1%,100.0%," 51,186 "," 127,781 "," 128,281 ", -   , 90 , -   , 20 , 100 ,20.0%,11.8%,0.0%,26.5%,0.0%,12.8%," 75,044 "," 286,388 "," 287,200 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,75449, 450 , 130 , 210 , 160 , 80 ,28.9%,46.7%,35.6%,17.8%,100.0%," 51,061 "," 71,744 "," 71,982 ", -   , 30 , -   , -   , 40 ,0.0%,0.0%,0.0%,18.8%,0.0%,8.9%," 103,075 "," 162,775 "," 163,200 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,75468, 420 , 130 , 140 , 220 , 40 ,31.0%,33.3%,52.4%,9.5%,100.0%," 52,656 "," 67,793 "," 68,211 ", -   , 60 , -   , 30 , 70 ,42.9%,23.1%,0.0%,27.3%,0.0%,16.7%," 107,214 "," 146,429 "," 147,114 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,75446," 1,360 ", 370 , 550 , 620 , 190 ,27.2%,40.4%,45.6%,14.0%,100.0%," 70,750 "," 134,690 "," 135,268 ", -   , 150 , -   , 60 , 170 ,35.3%,16.2%,0.0%,24.2%,0.0%,12.5%," 134,465 "," 304,469 "," 305,315 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,75479, 860 , 230 , 340 , 390 , 80 ,26.7%,39.5%,45.3%,9.3%,100.0%," 57,176 "," 72,085 "," 72,607 ", -   , 130 , -   , 40 , 140 ,28.6%,17.4%,0.0%,33.3%,0.0%,16.3%," 123,321 "," 167,321 "," 168,443 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,75420, 610 , 170 , 250 , 290 , 70 ,27.9%,41.0%,47.5%,11.5%,100.0%," 54,779 "," 75,054 "," 75,504 ", -   , 80 , -   , 30 , 90 ,33.3%,17.6%,0.0%,27.6%,0.0%,14.8%," 126,411 "," 178,278 "," 178,922 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,76636, 810 , 200 , 340 , 380 , 80 ,24.7%,42.0%,46.9%,9.9%,100.0%," 74,000 "," 111,650 "," 112,356 ", -   , 120 , -   , 40 , 130 ,30.8%,20.0%,0.0%,31.6%,0.0%,16.0%," 144,373 "," 237,523 "," 238,498 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,76622, 520 , 130 , 200 , 250 , 50 ,25.0%,38.5%,48.1%,9.6%,100.0%," 51,553 "," 72,127 "," 72,898 ", -   , 80 , -   , 20 , 80 ,25.0%,15.4%,0.0%,32.0%,0.0%,15.4%," 102,463 "," 161,075 "," 163,000 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,76444," 1,550 ", 460 , 660 , 690 , 180 ,29.7%,42.6%,44.5%,11.6%,100.0%," 61,460 "," 123,420 "," 124,713 ", -   , 170 , -   , 70 , 180 ,38.9%,15.2%,0.0%,24.6%,0.0%,11.6%," 110,740 "," 271,343 "," 274,093 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,76649, 340 , 130 , 130 , 190 , 30 ,38.2%,38.2%,55.9%,8.8%,100.0%," 53,962 "," 149,959 "," 150,707 ", -   , 60 , -   , 40 , 70 ,57.1%,30.8%,0.0%,31.6%,0.0%,20.6%," 92,770 "," 350,545 "," 351,975 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,75431, 870 , 200 , 360 , 370 , 130 ,23.0%,41.4%,42.5%,14.9%,100.0%," 52,207 "," 73,636 "," 74,110 ", -   , 70 , -   , 30 , 80 ,37.5%,15.0%,0.0%,18.9%,0.0%,9.2%," 103,038 "," 168,538 "," 169,263 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,75437, 530 , 150 , 210 , 270 , 50 ,28.3%,39.6%,50.9%,9.4%,100.0%," 55,069 "," 72,144 "," 72,509 ", -   , 80 , -   , 20 , 90 ,22.2%,13.3%,0.0%,29.6%,0.0%,17.0%," 112,744 "," 157,778 "," 158,233 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,75432," 1,450 ", 400 , 610 , 590 , 230 ,27.6%,42.1%,40.7%,15.9%,100.0%," 44,837 "," 113,339 "," 113,744 ", -   , 170 , -   , 60 , 180 ,33.3%,15.0%,0.0%,28.8%,0.0%,12.4%," 61,609 "," 244,234 "," 244,719 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,75486," 1,110 ", 310 , 410 , 600 , 100 ,27.9%,36.9%,54.1%,9.0%,100.0%," 62,799 "," 129,956 "," 130,623 ", -   , 150 , -   , 50 , 160 ,31.3%,16.1%,0.0%,25.0%,0.0%,14.4%," 110,846 "," 292,162 "," 293,192 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,75439, 440 , 90 , 170 , 190 , 60 ,20.5%,38.6%,43.2%,13.6%,100.0%," 57,101 "," 75,504 "," 75,831 ", -   , 60 , -   , 20 , 60 ,33.3%,22.2%,0.0%,31.6%,0.0%,13.6%," 126,800 "," 186,967 "," 187,383 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,75155," 1,380 ", 220 , 590 , 500 , 260 ,15.9%,42.8%,36.2%,18.8%,100.0%," 54,926 "," 70,101 "," 70,535 ", -   , 90 , -   , 30 , 100 ,30.0%,13.6%,0.0%,18.0%,0.0%,7.2%," 111,870 "," 161,900 "," 163,070 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,76453, 590 , 270 , 200 , 350 , 40 ,45.8%,33.9%,59.3%,6.8%,100.0%," 60,957 "," 170,119 "," 170,881 ", -   , 140 , -   , 90 , 160 ,56.3%,33.3%,0.0%,40.0%,0.0%,27.1%," 121,641 "," 407,657 "," 408,683 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,76621, 550 , 140 , 240 , 250 , 40 ,25.5%,43.6%,45.5%,7.3%,100.0%," 91,765 "," 128,855 "," 130,500 ", -   , 110 , -   , 30 , 120 ,25.0%,21.4%,0.0%,44.0%,0.0%,21.8%," 204,210 "," 293,030 "," 296,640 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,75492, 240 , 80 , 100 , 90 , 40 ,33.3%,41.7%,37.5%,16.7%,100.0%," 38,300 "," 69,567 "," 69,865 ", -   , 40 , -   , 20 , 50 ,40.0%,25.0%,0.0%,44.4%,0.0%,20.8%," 85,060 "," 150,580 "," 151,600 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,75756," 1,810 ", 480 , 670 , 870 , 220 ,26.5%,37.0%,48.1%,12.2%,100.0%," 69,975 "," 108,437 "," 109,389 ", -   , 230 , -   , 80 , 260 ,30.8%,16.7%,0.0%,26.4%,0.0%,14.4%," 132,324 "," 225,935 "," 227,985 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,76250, 590 , 170 , 250 , 300 , 40 ,28.8%,42.4%,50.8%,6.8%,100.0%," 68,527 "," 111,206 "," 112,860 ", -   , 180 , -   , 50 , 200 ,25.0%,29.4%,0.0%,60.0%,0.0%,33.9%," 135,278 "," 236,469 "," 240,291 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,76041, 200 , 50 , 80 , 90 , 20 ,25.0%,40.0%,45.0%,10.0%,100.0%," 44,676 "," 59,177 "," 59,419 ", -   , 30 , -   , -   , 30 ,0.0%,0.0%,0.0%,33.3%,0.0%,15.0%," 87,900 "," 118,300 "," 118,300 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,75416," 1,320 ", 340 , 540 , 600 , 160 ,25.8%,40.9%,45.5%,12.1%,100.0%," 53,678 "," 68,951 "," 69,518 ", -   , 150 , -   , 30 , 160 ,18.8%,8.8%,0.0%,25.0%,0.0%,12.1%," 113,513 "," 151,600 "," 152,544 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,75423," 1,380 ", 350 , 540 , 620 , 190 ,25.4%,39.1%,44.9%,13.8%,100.0%," 77,835 "," 107,624 "," 108,124 ", -   , 220 , -   , 70 , 240 ,29.2%,20.0%,0.0%,35.5%,0.0%,17.4%," 153,650 "," 224,528 "," 225,123 "
